IPM,PERSONAS,P5010,REGION,DEPARTAMENTO,logro_educativo,alfabetismo,inasistencia_escolar,rezago_escolar,atencion_integral,trabajo_infantil,empleo_formal,desempleo_larga_duracion,barreras_acceso_salud,aseguramiento_salud,hacinamiento,paredes,pisos,alcantarillado,acueducto,P8526,P8530,P1075,P1077S21,P1077S22,P1077S23,POBRE
0.38,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.1,2,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.0,2,2,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.25,5,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.18,2,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu publi,No,No,No,No,No
0.2,5,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.28,3,1,1,Sucre,No,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.15,5,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.24,3,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu publi,No,No,No,No,No
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.15,5,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.47,5,1,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sin servivio,Acu publi,No,No,No,No,Sí
0.49,5,1,1,Sucre,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.14,3,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.15,3,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,Sí,No,No
0.34,2,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.0,3,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,Sí,No,No
0.2,4,2,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.3,5,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.48,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.19,6,2,8,San Andrés,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu comunal,No,No,No,No,No
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.3,3,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.15,5,2,1,Bolívar,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.24,1,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,4,2,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,6,3,1,Córdoba,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.34,4,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,Sí
0.3,2,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.15,6,3,1,Bolívar,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.25,5,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.15,4,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.24,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.2,3,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.14,3,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu publi,Sí,No,No,No,No
0.28,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Pila publi,No,No,No,No,No
0.25,4,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.15,4,2,1,Sucre,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.3,4,2,1,Bolívar,Sí,No,No,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.3,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.34,6,3,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu comunal,No,No,No,No,Sí
0.24,4,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Pila publi,No,No,No,No,No
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.25,5,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.2,2,1,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.39,3,2,1,Bolívar,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.3,3,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.38,4,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu publi,No,No,No,No,Sí
0.15,5,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.3,4,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.24,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.24,4,1,1,Bolívar,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Inod a pozo séptico,Pila publi,No,No,No,No,No
0.28,3,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu publi,No,No,No,No,No
0.44,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.34,4,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Acu publi,No,No,No,No,Sí
0.2,4,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.2,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.39,4,3,1,Sucre,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.24,4,2,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Aguatero,Sí,No,No,No,No
0.28,2,1,8,San Andrés,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Inod a pozo séptico,Agua en bolsa,No,No,Sí,No,No
0.28,1,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Letrina,Pozo sin bomba,No,No,No,No,No
0.34,3,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,Sí
0.42,2,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sin servivio,Aguatero,Sí,No,No,No,Sí
0.1,3,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.35,6,3,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.0,2,3,1,Córdoba,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.32,3,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,Sin servivio,Acu publi,No,No,No,No,No
0.34,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Aguatero,No,No,No,No,Sí
0.19,3,1,1,Sucre,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,No,No,No,No,No
0.29,3,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Pozo con bomba,No,No,No,No,No
0.38,7,2,1,Sucre,Sí,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,No,Sí,No,Sin servivio,Pozo con bomba,No,No,No,No,Sí
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,Sí,Sí,No
0.25,4,3,1,Córdoba,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.33,4,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu publi,No,No,Sí,No,No
0.28,2,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu publi,No,No,No,No,No
0.38,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu publi,No,No,No,No,Sí
0.2,1,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,5,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,1,1,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,4,2,1,Bolívar,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.2,3,1,1,Bolívar,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.1,3,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.15,3,2,1,Bolívar,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.28,3,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.35,5,2,1,Bolívar,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.2,5,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,2,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.29,5,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.34,2,2,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.28,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sin servivio,Pozo sin bomba,No,No,No,No,No
0.2,2,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.15,4,2,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Carrotanque,Sí,No,No,No,No
0.0,4,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.39,7,3,1,Bolívar,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,Sí
0.28,5,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,Sí,No,Sin servivio,Acu comunal,No,No,No,No,No
0.15,3,2,1,Córdoba,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Carrotanque,No,No,No,No,No
0.29,4,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Pozo con bomba,Sí,No,No,No,No
0.35,6,3,1,Sucre,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Letrina,Pozo con bomba,No,No,No,No,Sí
0.44,3,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,Sí
0.35,5,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,Sí
0.25,4,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.1,1,1,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.1,1,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,No
0.19,3,1,1,Córdoba,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.24,2,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.1,4,2,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.2,2,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.24,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,No,No,No
0.1,2,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.1,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.34,3,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Pozo con bomba,No,No,No,No,Sí
0.2,3,2,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.44,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,Sí,No,No,No,No,Sí,No,No,Letrina,Pozo con bomba,No,No,No,No,Sí
0.3,4,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.44,5,2,1,Bolívar,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,No,No,No,No,Sí
0.34,4,2,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Sin servivio,Pozo con bomba,Sí,No,No,No,Sí
0.34,4,2,1,Bolívar,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,No,No,Sí
0.39,6,3,1,Bolívar,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.2,2,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,Sí,No
0.33,4,1,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Letrina,Pozo con bomba,No,No,No,No,No
0.14,2,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.3,1,1,1,Sucre,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pozo con bomba,No,No,No,No,No
0.25,4,2,1,Sucre,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Pozo con bomba,No,No,No,No,No
0.3,2,2,1,Córdoba,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.39,2,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Agua en bolsa,Sí,No,No,No,Sí
0.04,3,1,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Agua en bolsa,No,No,No,No,No
0.1,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.25,4,3,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.1,4,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.14,3,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,Sí,No,No
0.15,5,4,1,Bolívar,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,No,No,No
0.3,4,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.15,4,2,1,Bolívar,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,Sí,No,No
0.1,4,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.0,4,3,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.2,2,1,1,Córdoba,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Aguatero,No,No,No,No,Sí
0.1,3,2,1,Córdoba,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,Sí,No,No
0.2,2,1,1,Córdoba,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,No,No,No,No,No
0.1,1,1,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.2,2,1,1,Sucre,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,No,No,No,No,Sí
0.34,2,1,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,No,No,No,No,Sí
0.25,6,2,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.29,2,1,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.24,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,No,No,No,No,No
0.15,4,3,1,Bolívar,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.24,3,2,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.3,2,2,1,Bolívar,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.1,6,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,Sí,Sí,No,No
0.09,2,2,1,Bolívar,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Aguatero,Sí,No,No,No,No
0.24,4,1,1,Sucre,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,Inod a pozo séptico,Acu comunal,No,No,No,No,No
0.3,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,6,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.0,4,2,1,Bolívar,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,Sí,No
0.25,2,1,1,Bolívar,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,2,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.2,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,No,No,No,No,No
0.35,4,4,1,Bolívar,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu publi,Sí,No,No,No,Sí
0.2,3,2,1,Bolívar,No,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a pozo séptico,Acu comunal,Sí,No,No,No,No
0.1,3,3,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,No,No,No
0.34,1,1,1,Bolívar,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,Inod a pozo séptico,Aguatero,No,No,No,No,Sí
0.25,3,2,1,Sucre,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Inod a alcantarillado,Acu publi,Sí,No,Sí,No,No
0.34,4,3,1,Bolívar,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,Sí,No,Inod a pozo séptico,Carrotanque,Sí,No,No,No,Sí
0.14,2,2,1,Bolívar,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,Inod a pozo séptico,Acu publi,Sí,No,Sí,No,No
0.14,2,1,1,Sucre,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,Inod a pozo séptico,Pozo sin bomba,Sí,No,Sí,No,No
